energy,contrast,correlation,variance,homogeneity,sum_average,sum_variance,sum_entropy,entropy,difference_variance,difference_entropy,information_measure_of_correlation1,information_measure_of_correlation2,max_correlation_coefficient,image,label
0.00023779721306925545,786.9561631944462,0.7650837378323012,1742.8206160918626,0.1626196025397286,228.24919394841265,19162.11198304186,12.530474801145212,12.530474801145212,9597.310537679095,12.530474801145212,8.41890804176322,8.41890804176322,0.001240079365079365,img-0,0
0.0032576611192798883,865.5295758928571,0.7855664742437763,2047.5988322224848,0.21518000919836736,172.36427331349125,14708.615796574246,11.93564840397141,11.93564840397141,5340.020412557528,11.93564840397141,8.605581339093488,8.605581339093488,0.05400545634920635,img-1,0
0.028265751468411426,529.7622767857097,0.836923049046586,1648.5664581467881,0.3247158019450401,117.20114087301575,9420.103888975185,10.551438126713379,10.551438126713379,2478.200830195804,10.551438126713379,7.5800685385859365,7.5800685385859365,0.1667906746031746,img-2,0
0.0003953444984764739,420.70988343253686,0.8807260705804493,1792.4438355384077,0.2089456142417923,243.4192088293651,21406.849943322923,12.124474930163297,12.124474930163297,12341.31850263615,12.124474930163297,8.269191925207352,8.269191925207352,0.0078125,img-3,0
0.008323340729520977,1064.3561507936538,0.8713619391127858,4153.557322526429,0.2591287746282631,256.59027777777794,32046.1614244133,11.672633553108911,11.672633553108911,13386.830644238027,11.672633553108911,8.249831735045083,8.249831735045083,0.08971974206349206,img-4,0
0.027294748103958016,827.6600322420663,0.8576006111752296,2899.854324017866,0.3313314206813005,169.86700148809558,18004.834774491188,10.700323617080938,10.700323617080938,5888.058366659705,10.700323617080938,7.531914368040049,7.531914368040049,0.1644345238095238,img-5,0
0.00020752568243732677,821.7001488095258,0.8443132258978251,2605.5335942290176,0.17733833145086414,191.2415674603173,18783.47857714068,12.737900602647093,12.737900602647093,6735.603775962343,12.737900602647093,9.48881792475639,9.48881792475639,0.0014260912698412698,img-6,0
0.002944173546154574,875.3673115079365,0.833725501286355,2654.8071796496824,0.2276735686375418,139.21713789682477,14522.792063406736,12.147892107478222,12.147892107478222,3347.835093699357,12.147892107478222,8.72198534770742,8.72198534770742,0.05140128968253968,img-7,0
0.011143598606977513,887.9880332341327,0.8338590651101722,2671.7805331098566,0.2756809843229911,133.7086433531746,14281.473679869092,11.683279887466792,11.683279887466792,3227.6011539996443,11.683279887466792,8.767679233575146,8.767679233575146,0.10453869047619048,img-8,0
0.0001590005034131708,933.3968253968242,0.7414942034553915,1793.9044920790868,0.1261371966610852,214.23028273809592,17733.61727548124,12.939729513614356,12.939729513614356,7799.812947225942,12.939729513614356,9.022112675929419,9.022112675929419,0.000744047619047619,img-9,0
0.04917613611199689,1031.3774181547633,0.8694314203095104,3988.4177780631453,0.33069070428164776,169.7515500992064,22020.673309210913,10.615921506539895,10.615921506539895,5148.397819674831,10.615921506539895,5.801390901602342,5.801390901602342,0.2212921626984127,img-10,0
0.043228207081443676,883.2620287698444,0.8918136387762066,4052.9011333808603,0.3282261927589886,169.29067460317472,22567.023474960708,10.690420566038732,10.690420566038732,5218.358410063306,10.690420566038732,5.7570981492574385,5.7570981492574385,0.20703125,img-11,0
0.00020472689220364066,742.8183283730209,0.8778137440273959,3056.1569138015284,0.18967151732258117,243.29303075396854,26141.234830822228,12.689490164336725,12.689490164336725,11653.988865509034,12.689490164336725,9.203972004907678,9.203972004907678,0.0011780753968253968,img-12,0
0.01963943400710978,602.4608754960375,0.9108152115454273,3381.1561672665352,0.3019939024579647,201.66933283730185,23105.7619868803,11.396724070784257,11.396724070784257,8070.1333693668375,11.396724070784257,7.867370729628915,7.867370729628915,0.13957093253968253,img-13,0
0.009653265874492157,467.89254712301516,0.9276483686738484,3233.082817248731,0.30844089643760425,185.35274057539658,21038.649166630952,11.448216963640354,11.448216963640354,6925.983229218369,11.448216963640354,8.515942980444297,8.515942980444297,0.09455605158730158,img-14,0
0.00020615704325711764,451.43421378968014,0.825978173895378,1300.3977709150706,0.14739676473424285,256.9355778769829,21220.35323637276,12.610623042839242,12.610623042839242,13010.439038008171,12.610623042839242,9.674472921129905,9.674472921129905,0.0010540674603174603,img-15,0
0.0010135695807547559,528.4487847222179,0.8643446804425748,1958.261281073834,0.17655600627653056,278.82118055555446,26635.890293239623,12.410531072692224,12.410531072692224,15764.105040046776,12.410531072692224,9.205061451479416,9.205061451479416,0.028521825396825396,img-16,0
0.00032427521789965986,597.6177455357125,0.860604901444246,2151.4974700166476,0.1616743165389402,254.80834573412625,24163.567487721124,12.59558162763131,12.59558162763131,12699.127800143347,12.59558162763131,9.387087665595413,9.387087665595413,0.009362599206349206,img-17,0
0.00027907168003196643,962.434895833336,0.7625137353278126,1991.9627180226742,0.17920919138068087,179.17844742063548,15092.665559453033,12.500051303276626,12.500051303276626,5686.215303981765,12.500051303276626,7.9923532653767495,7.9923532653767495,0.0014260912698412698,img-18,0
0.0003098429946341962,1022.4088541666717,0.7587739042394572,2092.4659828422446,0.18931009076007824,167.9073660714284,14440.96148678573,12.499894592195274,12.499894592195274,4969.309765658758,12.499894592195274,8.36816030932684,8.36816030932684,0.005766369047619048,img-19,0
0.0008218908946680523,992.7473338293657,0.7792874615802341,2285.2349797539505,0.19930100280140364,154.46881200396854,14012.275446908414,12.377654784564642,12.377654784564642,4042.019935167688,12.377654784564642,8.47829878287163,8.47829878287163,0.023561507936507936,img-20,0
