histogram_mean,histogram_std,histogram_skewness,histogram_kurtosis,uniform_pattern_mean,uniform_pattern_std,uniform_pattern_skewness,uniform_pattern_kurtosis,rotation_invariant_mean,rotation_invariant_std,rotation_invariant_skewness,rotation_invariant_kurtosis
0.00390625,0.016777886,4.733407,23.079758,587.1,1001.7399,1.4890136,0.8203592,0.1,0.13148628,1.2016828,0.27685928
0.00390625,0.018062135,6.2265425,48.179043,715.9,1226.9227,1.3374403,-0.045458812,0.1,0.11989981,0.79157984,-0.7668016
0.00390625,0.01772461,5.8539505,41.287754,682.7,1142.2987,1.273203,-0.18345721,0.1,0.12084265,0.8672967,-0.5266316
0.00390625,0.017285107,5.1993895,29.872013,558.7,924.3737,1.3801583,0.5382438,0.1,0.14063567,1.3967903,0.79907703
0.00390625,0.01728525,5.0039067,26.278257,671.9,1076.7571,1.1536626,-0.35050282,0.1,0.13175109,1.1151078,-0.0620389
0.00390625,0.018986039,6.9043713,59.11387,786.6,1283.3456,1.2044624,-0.29234967,0.1,0.12402499,0.8016309,-0.9190259
0.00390625,0.016792694,4.735895,23.08203,564.3,972.446,1.569184,1.1663915,0.1,0.13406502,1.2177486,0.27170944
0.00390625,0.019743655,6.845552,52.22497,639.1,1101.9047,1.3567907,0.012160087,0.1,0.13061588,1.2280284,0.5138886
0.00390625,0.019842701,6.899373,53.07229,665.1,1146.1218,1.3558588,0.011221822,0.1,0.12906283,1.1582674,0.2769878
0.00390625,0.017133825,4.9375405,25.457006,578.1,941.5927,1.2855653,0.19310611,0.1,0.13952269,1.3691393,0.71184397
0.00390625,0.017055724,4.9517527,26.054514,635.3,1030.4441,1.2315001,-0.06313934,0.1,0.13033535,1.1087819,-0.044273615
0.00390625,0.016869765,4.8255005,24.470993,619.3,1009.53357,1.2626855,0.05147481,0.1,0.13041717,1.1125369,-0.0242095
0.00390625,0.016992692,4.9274383,25.75529,538.1,885.99225,1.356024,0.4593623,0.1,0.14069405,1.4030544,0.8294482
0.00390625,0.016778672,4.6727476,22.134249,571.3,1001.8495,1.6310498,1.3531706,0.1,0.13496897,1.2511421,0.3780625
0.00390625,0.016717557,4.6557484,21.995605,560.4,916.4161,1.3103588,0.28403506,0.1,0.13574646,1.2713977,0.43436027
0.00390625,0.017101074,5.0056148,26.709093,535.5,883.95355,1.3697234,0.5064603,0.1,0.14179882,1.4454993,0.97377944
0.00390625,0.019595278,6.7368503,50.924454,598.5,1040.2113,1.3711513,0.030276353,0.1,0.1390026,1.5014645,1.3479719
0.00390625,0.019899456,7.068191,56.89749,663.5,1135.5681,1.3871275,0.23663567,0.1,0.13135411,1.207778,0.42001033
0.00390625,0.019273931,7.169679,63.743286,777.6,1284.4454,1.2671291,-0.08114115,0.1,0.12427997,0.8138913,-0.86300635
0.00390625,0.01671437,4.6881814,22.745733,552.8,902.96423,1.2942177,0.20613408,0.1,0.1315902,1.2123431,0.32482433
0.00390625,0.016822793,4.899625,26.18864,626.4,1076.2966,1.4175899,0.36939433,0.1,0.12263841,0.91350394,-0.4536488
0.00390625,0.018208904,6.3749127,50.62828,672.6,1146.515,1.3536911,0.088470854,0.1,0.11984381,0.8181982,-0.6087754
0.00390625,0.01726458,5.106578,28.286777,563.4,974.52185,1.595327,1.274923,0.1,0.14174496,1.4278761,0.89467
0.00390625,0.018668296,6.2469306,45.945255,705.9,1211.3314,1.340534,-0.038910687,0.1,0.13006032,1.0874919,-0.033230305
0.00390625,0.018635118,6.175194,43.954308,696.4,1162.8489,1.267354,-0.19563109,0.1,0.12994654,1.1004082,0.010865688
0.00390625,0.016588928,4.5349617,20.444365,577.6,956.00714,1.3734368,0.49589854,0.1,0.1323127,1.2068527,0.25518394
0.00390625,0.017947473,6.204384,48.403385,726.2,1218.2043,1.2809311,-0.16570069,0.1,0.11912088,0.76262915,-0.8526864
0.00390625,0.017559417,5.8922086,43.37918,710.1,1207.6616,1.3224725,-0.06272786,0.1,0.11693627,0.7092983,-0.93874407
0.00390625,0.016767185,4.661455,21.860455,582.7,1041.3619,1.7119396,1.6416849,0.1,0.1342318,1.2282069,0.28961873
0.00390625,0.017927164,5.9641514,42.99612,717.9,1254.682,1.397866,0.13468552,0.1,0.12432415,0.8960628,-0.5695038
0.00390625,0.016704423,4.584722,20.758394,599.4,1024.145,1.5537106,1.1609418,0.1,0.1391034,1.2987865,0.40884686
0.00390625,0.018412203,6.2793937,47.632725,728.0,1231.2521,1.3036507,-0.11691352,0.1,0.1263599,0.9587171,-0.41950822
0.00390625,0.018769294,6.2746162,46.742367,793.2,1322.3918,1.2708249,-0.16004072,0.1,0.13158548,0.98174417,-0.56306386
0.00390625,0.016268684,4.475922,20.547098,582.9,987.7303,1.4100596,0.45197985,0.1,0.117199756,0.76290804,-0.78167725
0.00390625,0.017960971,6.45606,53.561794,693.9,1204.3872,1.3749435,0.060368035,0.1,0.11262805,0.5458479,-1.2337134
0.00390625,0.017165808,4.873628,24.101784,596.4,972.8745,1.3006186,0.25980484,0.1,0.14181921,1.3708112,0.62497544
0.00390625,0.018555596,6.058678,41.486435,655.8,1065.7507,1.1831313,-0.3659348,0.1,0.13539982,1.2818328,0.5222471
0.00390625,0.01810287,5.816905,39.152016,569.4,1026.085,1.7893343,1.9883214,0.1,0.14759223,1.5072341,1.0801544
0.00390625,0.020316977,7.206315,59.26127,623.3,1071.3351,1.3474121,-0.014505588,0.1,0.14450783,1.5507574,1.4099021
0.00390625,0.017492631,5.0954456,27.147293,609.1,1070.32,1.6451324,1.4122254,0.1,0.14292091,1.4153981,0.79247284
0.00390625,0.018135952,5.590962,34.255737,672.0,1093.7406,1.1853586,-0.3721423,0.1,0.13525608,1.2354454,0.3681867
0.00390625,0.017054548,5.0837135,28.743986,555.1,902.6329,1.2762033,0.16090465,0.1,0.13668369,1.3203892,0.60271525
0.00390625,0.01697299,4.974996,26.955158,577.7,1016.3687,1.6044813,1.1873295,0.1,0.13196671,1.2144747,0.3246417
0.00390625,0.017248614,4.8983746,24.235199,585.8,996.27203,1.4620359,0.7031294,0.1,0.14005765,1.41814,0.91285515
0.00390625,0.019050315,6.702359,54.247917,719.0,1225.252,1.3435636,0.03552688,0.1,0.12871599,1.02891,-0.19461203
0.00390625,0.017180743,5.126623,28.696188,548.4,960.1273,1.601933,1.2107333,0.1,0.13539247,1.3425957,0.7309418
0.00390625,0.018206896,6.344173,49.852596,708.8,1199.566,1.310069,-0.087469384,0.1,0.12343327,0.88371426,-0.5445185
0.00390625,0.016579045,4.588715,21.46198,597.1,1014.5264,1.4677393,0.7434843,0.1,0.12798265,1.0903206,-0.04193735
0.00390625,0.016552886,4.5542374,20.835781,605.2,1028.0806,1.5059447,0.9553402,0.1,0.13247162,1.1733477,0.09992838
0.00390625,0.016729811,4.6472077,21.7702,612.8,1021.07764,1.3966845,0.5506028,0.1,0.13347623,1.2139411,0.23488426
0.00390625,0.01727661,5.3092337,32.377396,707.1,1172.081,1.2781993,-0.057457205,0.1,0.12457822,0.931119,-0.51840544
0.00390625,0.016781123,4.663364,21.894186,618.1,1019.48206,1.3443038,0.37221542,0.1,0.13330561,1.2003409,0.18677235
0.00390625,0.017148558,5.262957,31.990192,693.8,1159.5637,1.304739,0.0039464002,0.1,0.124612145,0.9481769,-0.44156313
0.00390625,0.018306168,6.4446106,52.09489,724.6,1200.157,1.2557019,-0.17570606,0.1,0.12124952,0.81114125,-0.7420106
