mean,std,skewness,kurtosis,energi,fase,label
967.6508,486.9995,-1.0902545,-0.28797168,19226896000.0,0.017257284,0
1402.9545,488.63538,-0.6584512,-0.5834166,36160238000.0,0.0,0
1038.4462,410.63037,-0.711635,-0.5776749,20430647000.0,0.0,0
1202.2289,632.8589,-0.8831997,-0.7056943,30242644000.0,0.0,0
1098.2223,449.74158,0.152116,-0.5594261,23074566000.0,0.0,1
967.17474,363.3684,0.03120851,-0.49205053,17489324000.0,0.0,1
700.0174,295.13818,0.15147145,-0.38955534,9455712000.0,0.0,1
1038.651,401.9477,0.080113456,-1.0659425,20322021000.0,0.0,1
655.6076,323.4416,-0.23779851,-0.7687947,8756195000.0,0.0,1
728.37854,462.9833,-0.17689818,-1.023319,12204258000.0,0.017257284,1
1123.9199,414.8441,-0.28598422,-0.9315642,23515820000.0,0.0,1
799.05286,474.2591,-0.40999633,-1.0102539,14146062000.0,0.018216021,1
685.73706,341.4096,-0.39646703,-0.6649564,9614063000.0,0.0,1
1118.3722,310.14603,-0.16953525,0.668289,22068380000.0,0.0,1
1269.2032,557.333,-1.0202355,-0.23298876,31481809000.0,0.0,1
819.6151,402.72263,-0.48604062,0.033915292,13663510000.0,0.001917476,1
1218.939,382.06107,-0.06852133,-0.4084142,26735129000.0,0.0,1
1240.3337,641.2723,-0.6947865,-0.5153296,31943197000.0,0.018216021,1
1045.2543,617.4961,-0.020761032,-0.72275543,24147690000.0,0.016873788,1
838.49634,496.61752,0.27678236,-1.106761,15559969000.0,0.0,1
583.76544,418.27124,0.18437952,-1.0553058,8449768400.0,0.021283984,1
408.21512,287.47794,0.5317288,0.5578092,4084255200.0,0.019750003,1
1429.8783,446.2982,-0.64229965,-0.8052853,36761338000.0,0.0,1
988.0025,401.70007,-0.46533623,-0.27245456,18636997000.0,0.0049854377,1
736.2625,286.87277,-0.051136754,0.66779244,10229816000.0,0.0,1
1052.7123,280.65323,0.34700328,0.11759254,19447304000.0,0.0,1
1173.4473,546.2374,-0.74271786,-0.42789918,27448998000.0,0.0,1
1123.3302,640.3382,-0.6189189,-0.85262656,27392473000.0,0.018599518,1
1113.1271,361.48865,0.1249183,0.23234166,22441589000.0,0.0,1
1107.7766,554.20966,-0.44576567,-0.93084085,25138256000.0,0.01361408,1
807.19476,551.5988,-0.110163964,-1.0030956,15660231000.0,0.017257284,1
1149.5951,332.17453,0.43145433,0.6071386,23460393000.0,0.0,1
834.55237,342.01666,0.4599166,0.9077715,13327615000.0,0.0011504856,1
605.32166,352.24713,0.38629255,0.5676817,8036226600.0,0.016873788,1
1173.6503,425.92816,0.44218394,-0.49685723,25540524000.0,0.0,1
1150.6722,734.7216,-0.08871873,-1.208945,30537523000.0,0.0,1
936.53076,682.60254,-0.04502768,-1.3915486,22004304000.0,0.018791264,1
1186.6746,497.06888,0.17984506,-1.0249567,27120011000.0,0.0,1
844.9081,493.63043,0.48402822,-0.529025,15688347000.0,0.006711166,1
751.66077,533.5843,0.39547336,-0.379143,13921584000.0,0.017065536,1
1281.4037,377.54135,-0.07442562,-0.644035,29237787000.0,0.0,1
1004.2674,413.3724,-0.59892404,-0.31168896,19323777000.0,0.0,1
1009.4746,427.80966,-0.9010422,-0.01438596,19694553000.0,0.0,1
1009.0945,325.50293,1.9825833,4.8688536,18419284000.0,0.0,1
1217.1874,334.90335,1.122031,2.197037,26111269000.0,0.0,1
1029.6777,492.00568,-0.39269915,0.5752451,21336980000.0,0.0,1
1098.2079,404.0012,0.13028027,-0.29120818,22434245000.0,0.0,1
783.7661,476.7054,-0.18077613,-0.9479819,13787748000.0,0.0,1
730.7378,493.36084,-0.029563457,-1.2528291,12736636000.0,0.0,1
1338.5773,397.07648,-0.48063415,-0.36340737,31939932000.0,0.0,1
1063.4893,550.7032,-0.55568886,-0.5329742,23499299000.0,0.0,1
954.14716,426.92166,-0.15458587,-0.22792067,17902123000.0,0.0,1
1456.5778,404.3363,-0.6151218,-0.30630812,37439190000.0,0.0,1
1334.5118,437.69427,0.023148712,-0.58214265,32317410000.0,0.0,1
1096.3582,602.7004,-0.04284321,-0.3308271,25645038000.0,0.018983012,1
1658.1359,568.65393,-0.54479337,-1.0069445,50344456000.0,0.0,1
1693.5004,556.5596,-0.6940903,-0.8494016,52063470000.0,0.0,1
1747.4819,447.48874,-1.2261364,0.91576546,53312540000.0,0.0,1
1464.1312,646.1594,-1.394035,0.5139416,41962738000.0,0.01438107,1
1752.7515,458.41455,-1.3209115,1.1207985,53776904000.0,0.0,1
1321.1489,542.81146,-1.1289243,0.12801212,33424650000.0,0.0,1
1619.0763,581.8476,-0.36012244,-1.0245436,48495895000.0,0.0,1
1298.7461,657.9451,-0.65828794,-0.7323452,34728070000.0,0.0,1
1720.7694,468.47522,-1.2337794,0.7037014,52109580000.0,0.0,1
1407.7885,520.3314,-1.4080101,0.68272567,36906815000.0,0.0,1
1797.5045,451.01965,-1.1558721,0.25394478,56269885000.0,0.0,1
1441.3898,611.6993,-1.2095623,0.2340452,40169970000.0,0.0,1
1488.6953,404.67496,0.1636297,-0.66241866,38993520000.0,0.0,1
1579.7985,442.7794,-0.10135174,-0.5272907,44102730000.0,0.0,1
1057.5063,574.86255,-0.46085453,-0.735388,23736922000.0,0.0,1
966.14124,327.3388,0.74271923,1.4549996,17048856000.0,0.0,1
904.50885,388.57358,-0.23136075,0.7807619,15878154000.0,0.009779127,1
1467.9012,574.54474,-0.71286154,-0.57086927,40711550000.0,0.0,1
1387.2162,560.6664,-0.94635314,-0.31565192,36679115000.0,0.0,1
1343.0507,527.41376,-0.58898646,-0.77490735,34110673000.0,0.0,1
720.7318,396.11798,-0.29644516,-0.85849893,11081545000.0,0.0,1
1135.6464,319.9312,0.5903739,0.15236332,22807325000.0,0.0,1
991.6873,399.74612,-0.6845982,0.8747663,18730856000.0,0.013997574,1
1600.4124,449.04865,-0.9202705,0.48896196,45268410000.0,0.0,1
1420.7119,661.12024,-0.93531495,-0.21537952,40230953000.0,0.0,1
1051.1666,335.62546,0.09734466,0.26223767,19949087000.0,0.0,1
780.60126,385.1832,-0.2355123,0.46068752,12414228000.0,0.0,1
980.8153,284.52673,0.1657779,-0.25670907,17087761000.0,0.0,1
879.3407,319.14673,-0.8756293,0.101630285,14337551000.0,0.0,1
1485.6848,441.73608,-1.3054186,0.57316977,39360758000.0,0.0,1
1234.8567,558.60693,-1.3020053,0.28851107,30095976000.0,0.015531556,1
1422.6174,639.8288,-0.5902632,-1.089527,39865900000.0,0.0,1
996.2766,481.0432,-0.58645445,-0.9264332,20053518000.0,0.0,1
986.74414,338.91476,0.1707507,-0.17239705,17834428000.0,0.0,1
974.1514,510.77448,-0.36740956,-0.50343704,19822373000.0,0.0,1
1335.7927,429.60025,-0.30370423,-0.13194102,32258433000.0,0.0,1
1269.2153,650.5637,-0.42672175,-0.5193178,33327364000.0,0.017257284,1
1295.3771,421.16483,-0.7375979,0.31284267,30398575000.0,0.0,1
963.4944,405.4925,-0.8765274,-0.39934114,17903544000.0,0.0,1
1495.9408,627.5176,-0.26036096,-1.2140664,43116413000.0,0.0,1
1599.6537,732.90656,-0.6636702,-0.79959756,50725585000.0,0.0,1
1315.193,514.12103,-0.092496485,-0.84590745,32670566000.0,0.0,1
1282.593,551.4155,-0.4861981,-0.9640152,31934116000.0,0.0,1
1317.6719,419.32663,0.5544642,-0.0405825,31327748000.0,0.0,1
1116.6526,492.14813,-0.47258744,-0.32758048,24397790000.0,0.0,1
1470.0696,600.5967,-0.30054724,-1.0198228,41317510000.0,0.0,1
1256.8458,486.63242,-0.5647622,-0.7969424,29761087000.0,0.0,1
1485.0321,604.56903,-0.7926365,-0.4178883,42120380000.0,0.0,1
1263.4269,488.82742,-0.9646313,-0.43779296,30067913000.0,0.0,1
1217.2699,601.8641,-1.011258,-0.47374353,30211873000.0,0.017832527,1
1723.9014,489.62302,-1.1149287,0.058452576,52618310000.0,0.0,1
1626.1456,549.57477,-1.3821185,0.93178564,48273523000.0,0.0,1
1595.5605,496.09906,-1.0872699,0.55277735,45742944000.0,0.0,1
1540.913,690.8746,-1.129246,-0.1939066,46722590000.0,0.0,1
1532.1428,458.86673,-0.04816144,-0.41864255,41910608000.0,0.0,1
1192.8818,610.6887,-0.63583183,-0.80466264,29424153000.0,0.0,1
1676.7994,536.51666,-1.0503553,-0.09604725,50782314000.0,0.0,1
1602.049,554.69543,-1.2026072,0.36247012,47091675000.0,0.0,1
1479.5374,633.5293,-0.41826686,-1.1771938,42440954000.0,0.0,1
982.5603,614.7292,-0.16431764,-1.1342659,22008902000.0,0.018791264,1
1438.0797,576.64966,-0.16208357,-1.1196,39331400000.0,0.0,1
1125.8729,586.96,-0.51537704,-0.91481817,26412839000.0,0.016682042,1
1335.233,448.59995,-0.4260535,-0.93794334,32507316000.0,0.0,1
1016.54083,373.54706,-0.6664395,-0.47441724,19216675000.0,0.0,1
1092.6917,342.29898,1.0324544,2.497734,21481777000.0,0.0,1
986.266,492.37308,-0.6390956,0.1763611,19909048000.0,0.018791264,1
1561.2576,500.8651,-0.96612287,0.39303342,44046600000.0,0.0,1
1557.525,646.8606,-1.1847343,0.41888556,46601224000.0,0.010929613,1
1040.9855,275.80096,-0.12763008,0.20512109,19000801000.0,0.0,1
898.5572,445.93262,-0.751099,-0.16087213,16486578000.0,0.0,1
1375.6318,467.94965,-0.74993825,0.11309319,34592190000.0,0.0,1
1300.677,653.9555,-0.8376578,-0.40445668,34724553000.0,0.0,1
1308.4404,326.58005,0.08741318,-0.134914,29797102000.0,0.0,1
1042.6326,331.5954,-0.9921863,1.0621197,19612273000.0,0.0,1
1066.0162,425.63116,-0.46636784,-0.90788364,21586780000.0,0.0,1
1030.3007,403.73898,-0.3679352,-0.77226496,20062614000.0,0.0,1
1064.7013,380.41284,-0.55799496,-0.6565214,20943712000.0,0.0,1
934.29315,347.45914,-0.7438676,-0.40852585,16279660000.0,0.0,1
1318.7877,591.04254,-0.36844352,-0.540618,34218514000.0,0.0,1
1200.2104,628.6998,-0.48948443,-0.6533304,30077233000.0,0.0036432045,1
1223.9558,354.67792,-0.51512486,0.64134806,26605392000.0,0.0,1
1020.50507,375.93704,0.41614723,1.398285,19378328000.0,0.0,1
1048.1024,277.44107,0.113882735,1.1514994,19259265000.0,0.0,1
997.84784,296.6184,-0.120876454,0.73605216,17755060000.0,0.0,1
1417.7251,641.5644,-0.5964184,-0.93309224,39674663000.0,0.0,1
1595.7052,648.35394,-1.1301883,-0.15791835,48605393000.0,0.0021092235,1
1447.8981,653.09033,-0.5940614,-0.8473989,41335780000.0,0.0,1
1038.1442,545.068,-0.2605682,-0.9134822,22525417000.0,0.0015339808,1
1757.1604,478.99637,-1.0610815,0.073984586,54346547000.0,0.0,1
1609.4258,493.14633,-1.2294476,0.8714421,46423160000.0,0.0,1
976.97296,301.0332,0.25244755,0.82462174,17122872000.0,0.0,1
753.3866,289.65738,0.92296755,1.0634614,10674057000.0,0.0,1
1091.8022,344.00897,0.3113976,-0.00968359,21469172000.0,0.0,1
602.3866,308.6872,0.059245117,0.3009379,7506451000.0,0.016298546,1
1089.2655,441.6816,1.4091815,2.1396596,22635840000.0,0.0,1
1244.7114,637.2557,-0.52919585,-0.05988171,32037296000.0,0.017257284,1
1061.2114,624.45514,0.40281758,-0.9997069,24840012000.0,0.0,1
1144.6976,818.8076,0.042931914,-1.45733,32453077000.0,0.01994175,1
1235.154,690.36273,-0.2948704,-1.3538582,32804147000.0,0.0,1
917.3168,617.86536,-0.21633786,-1.3560834,20041361000.0,0.016490294,1
1558.2147,544.53455,-0.4812892,-0.46042067,44639044000.0,0.0,1
1351.1028,590.02185,-0.8371201,-0.3996197,35612340000.0,0.0,1
1051.1997,504.74548,0.95027435,0.10757258,22278780000.0,0.0,1
801.0843,603.667,0.64512265,-0.11345684,16484761000.0,0.019750003,1
1385.5559,522.8125,-0.36705458,-0.6743444,35931718000.0,0.0,1
1123.0469,492.7952,-0.66676253,-0.57950777,24642870000.0,0.0,1
1189.6124,517.9309,0.7469043,-0.2371928,27581321000.0,0.0,1
820.093,486.87323,0.4794556,0.045607775,14902857000.0,0.0,1
945.7695,306.61234,0.46700105,0.57452697,16195438000.0,0.0,1
699.01575,355.31454,-0.58781457,-0.8752963,10074054000.0,0.0,1
1422.1107,610.4423,-0.25231114,-1.1439196,39240315000.0,0.0,1
771.3438,481.79004,-0.06801767,-1.1459999,13551091000.0,0.018216021,1
1204.257,523.5082,-0.34862283,-1.1285568,28250860000.0,0.0,1
916.0474,525.2969,-0.33580038,-0.9534807,18269465000.0,0.019558255,1
1173.8573,544.5927,-0.3233616,-1.1982723,27435370000.0,0.0,1
1267.35,698.92706,-0.48133528,-1.2790927,34319153000.0,0.0,1
1216.5305,466.4691,-0.5647238,-0.30294532,27812491000.0,0.0,1
1091.0212,484.59497,-0.6701559,-0.76600695,23349815000.0,0.0,1
1370.9487,542.5061,-0.5734455,-0.97682667,35615756000.0,0.0,1
1210.3019,621.12494,-0.66320586,-0.70524526,30320673000.0,0.015339808,1
771.1587,578.52313,0.042879704,-1.6766479,15226876000.0,0.0,1
1307.472,522.2906,-0.006678621,-0.7865549,32477522000.0,0.0,1
1014.2983,436.44925,-0.09967031,-0.6218868,19976829000.0,0.0,1
1192.3839,281.25568,1.3504896,2.1084218,24590486000.0,0.0,1
959.70886,400.4371,-0.085070506,1.8355256,17717510000.0,0.01917476,1
1342.792,319.71747,0.49611863,0.54897285,31216590000.0,0.0,1
1318.7065,270.2524,0.123163216,0.93165153,29688190000.0,0.0,1
1203.386,460.6562,-0.48054567,-1.3128667,27203043000.0,0.0,1
1277.8269,623.4119,-0.76852757,-0.93528986,33119996000.0,0.0,1
1275.0156,395.35486,0.29494813,0.44066703,29195803000.0,0.0,1
1256.9662,524.41583,-0.62969923,0.26162532,30391925000.0,0.0,1
1033.5997,348.71655,-0.092747584,-0.027309967,19495842000.0,0.0,1
1100.105,425.778,-0.7103591,-0.07563842,22798630000.0,0.008053399,1
1439.6738,405.3549,-0.57230365,-0.36552864,36650574000.0,0.0,1
1568.7917,531.1563,-1.070506,0.58597755,44945154000.0,0.0,1
1350.923,540.78937,0.08648458,-1.1856662,34692240000.0,0.0,1
1516.95,522.6187,-0.3360377,-1.0516932,42176800000.0,0.0,1
1157.152,301.15265,0.39669487,0.6077433,23424098000.0,0.0,1
1051.7878,500.26035,-0.9322993,-0.5823751,22225193000.0,0.0,1
1100.18,596.21924,-0.95116067,-0.599404,25655271000.0,0.019750003,1
1063.3672,484.0519,0.3997006,-0.88252383,22365078000.0,0.0,1
744.9394,509.75186,0.168224,-0.9006192,13349382000.0,0.017640779,1
1231.989,477.6052,0.5023223,-0.8243384,28604887000.0,0.0,1
894.42993,423.44913,0.18273257,-0.5437728,16045082000.0,0.010737865,1
1335.9462,440.15063,0.02470334,-0.7772499,32415494000.0,0.0,1
1308.4207,447.86548,-0.062210605,-0.7791281,31335186000.0,0.0,1
932.33624,418.7217,0.36222214,-0.5994539,17114377000.0,0.0,1
745.24396,363.69583,-0.17450088,-0.7243097,11266674000.0,0.0,1
1150.6589,496.2331,-0.3679849,-0.85506964,25727195000.0,0.0,1
905.17786,475.0842,-0.18228404,-0.47000754,17122131000.0,0.0,1
1009.15497,596.92346,-0.33585146,-0.7082694,22523271000.0,0.02396845,1
1267.2421,435.35532,-0.26026124,-0.47340786,29416434000.0,0.0,1
1073.0525,497.1897,-0.31767014,-0.48097554,22915305000.0,0.0,1
1214.1306,382.01224,-0.61965764,0.1179651,26542842000.0,0.0,1
1142.1713,513.15015,-0.83811855,-0.68669033,25688120000.0,0.0,1
1297.9446,379.33813,-0.4164733,-0.22129506,29959086000.0,0.0,1
1002.4652,393.45193,-0.849594,0.45010048,19001194000.0,0.0,1
1797.4211,465.56238,-1.5205178,1.3937558,56483370000.0,0.0,1
1833.4133,490.2427,-1.621692,1.8457038,59010945000.0,0.0,1
1287.5284,686.8541,-0.09970781,-1.1792927,34889700000.0,0.0,1
1164.3317,742.8355,-0.30889708,-1.3079383,31252036000.0,0.016298546,1
1433.6383,442.29865,-0.28885606,-0.30404636,36879510000.0,0.0,1
1204.1577,492.9077,-0.9652619,-0.05346962,27737356000.0,0.0,1
1723.0162,536.2118,-0.98389065,-0.21035802,53351346000.0,0.0,1
1675.0721,762.17456,-1.3450987,0.29144964,55488950000.0,0.013038836,1
1462.4678,595.14575,-0.6367316,-0.64028984,40845490000.0,0.0,1
1427.3396,757.7697,-0.7878173,-0.80538994,42787033000.0,0.010929613,1
1692.4254,541.7375,-1.1678632,0.05682442,51737120000.0,0.0,1
1560.35,550.7742,-1.1052766,-0.029611545,44860113000.0,0.0,1
1706.5231,515.7063,-1.318439,0.4581631,52071203000.0,0.0,1
1727.7642,755.37317,-1.3247354,0.08925577,58257530000.0,0.0,1
1802.7949,539.72266,-1.2482712,0.42298552,58021806000.0,0.0,1
1694.7764,550.4094,-1.2285649,0.39056137,52022764000.0,0.0,1
882.1493,347.9996,1.1071111,3.06151,14733985000.0,0.0,1
616.1114,384.7714,0.90162235,2.6436896,8644891000.0,0.019366508,1
488.71497,293.37976,0.51562226,2.0661352,5323391000.0,0.0,1
1013.59784,433.6092,0.70390046,0.9321292,19913073000.0,0.0,1
989.95746,513.6711,0.47667217,0.3356236,20379630000.0,0.0007669904,1
1073.9349,344.87604,0.35394987,-0.09721058,20844968000.0,0.0,1
644.32007,417.96564,0.010499768,-0.45399612,9663999000.0,0.021283984,1
940.3894,237.9801,1.1550691,3.4064538,15416800000.0,0.0,1
776.80414,341.64084,-0.32340366,1.9236007,11798825000.0,0.01744903,1
925.5965,456.58475,0.63838226,-0.49294016,17452212000.0,0.0,1
586.8034,385.6716,0.29049397,-0.6633352,8078636000.0,0.0,1
1349.1168,616.07855,-0.18637034,-1.3391036,36039377000.0,0.0,1
948.2168,553.9615,0.026121618,-0.95582575,19758914000.0,0.0120800985,1
1172.3928,392.8169,-0.42125916,-0.77967125,25048023000.0,0.0,1
1091.0233,490.11197,-0.71200293,-0.5166077,23437994000.0,0.0,1
940.7656,369.18018,1.0966969,2.5322778,16733536000.0,0.0,1
773.8363,470.51544,0.90331995,1.686883,13438278000.0,0.014764565,1
1384.6958,491.07047,-0.7954796,-0.6133757,35365400000.0,0.0,1
1290.3179,454.9449,-0.95201945,-0.33088955,30669128000.0,0.0,1
1526.0585,521.8451,-0.5831264,-0.4280564,42617676000.0,0.0,1
1524.5265,638.0678,-1.0984459,0.108088985,44749808000.0,0.0,1
1154.4625,403.98032,0.38313788,-0.049839403,24510198000.0,0.0,1
1066.1919,506.5117,-0.6879321,-0.61576325,22828143000.0,0.0,1
1017.0722,600.95294,-0.5055006,-0.7974338,22865189000.0,0.0,1
1528.6626,497.49182,-0.8801384,-0.48583305,42341290000.0,0.0,1
1317.3754,492.83157,-1.0666589,-0.029641164,32413463000.0,0.0,1
1119.0352,438.156,0.8363633,0.9441873,23662109000.0,0.0,1
1367.7448,691.7147,-0.75094324,-0.35105792,38489207000.0,0.019750003,1
1126.6364,431.70157,0.24170093,-0.6953328,23849791000.0,0.0,1
1275.3865,665.9196,-0.49714467,-0.6702895,33915857000.0,0.016490294,1
1052.7336,420.85754,0.5767875,0.1050521,21059490000.0,0.0,1
1038.4655,432.37195,0.22493486,0.07163754,20731593000.0,0.0,1
1043.0731,343.39627,0.87289166,1.3401655,19757834000.0,0.0,1
660.7018,378.6256,0.16027549,0.028187525,9500824000.0,0.019366508,1
1128.689,271.2077,-0.34244496,2.2308865,22077317000.0,0.0,1
768.55756,263.0702,-0.5583865,1.5731319,10811582000.0,0.0,1
904.28613,362.8309,0.15992619,-0.26322123,15554636000.0,0.0,1
868.60126,418.42654,-0.4346163,-0.48499972,15229729000.0,0.011504856,1
925.12286,391.42264,1.750718,3.095729,16532506000.0,0.0,1
764.55066,404.16125,0.28144252,1.8769633,12253332000.0,0.017257284,1
934.2014,285.0167,0.71746105,1.2487148,15629792000.0,0.0,1
843.2368,397.9276,-0.66317123,-0.2786837,14244164000.0,0.0,1
1150.1625,370.19815,-0.710411,-0.12358161,23919337000.0,0.0,1
1195.8323,623.70703,-0.93454623,-0.6514882,29802912000.0,0.020133497,1
1254.1411,429.18967,0.21601054,-0.26664254,28787894000.0,0.0,1
1053.1517,524.2279,-0.7929364,-0.2865573,22674532000.0,0.019366508,1
1419.1189,381.6329,-0.07802917,-0.76128566,35381940000.0,0.0,1
1839.3115,506.1414,-1.4056304,1.8740331,59625410000.0,0.0,1
1333.8683,465.1602,0.24591258,-0.74864304,32695562000.0,0.0,1
1357.5789,513.8874,-0.33290386,-0.17487174,34522740000.0,0.0,1
832.2331,345.17416,2.0971713,4.846871,13299828000.0,0.0,1
1033.1777,357.0416,0.13893117,3.2943869,19577813000.0,0.0,1
829.32,346.2542,2.1378994,4.9922647,13232762000.0,0.0,1
779.19226,246.93495,1.269366,4.4930654,10946436000.0,0.0,1
1236.8177,539.329,-0.15248357,-0.875605,29828612000.0,0.0,1
996.6811,481.5673,-0.13073742,-0.8988654,20074994000.0,0.0,1
1069.5002,531.30743,0.5961417,-0.1928416,23365526000.0,0.0,1
708.08655,434.73654,0.5276612,-0.103210285,11311225000.0,0.0,1
1039.5735,370.5515,0.5019865,-0.67088753,19956066000.0,0.0,1
722.01935,384.21237,-0.10628035,-0.61649543,10959768000.0,0.0,1
1342.8993,530.6073,-0.3637193,-1.0019947,34159372000.0,0.0,1
1410.312,692.9053,-0.6460177,-0.76478404,40453693000.0,0.0141893225,1
1215.9172,438.37607,0.42299837,-0.09775363,27371575000.0,0.0,1
883.5274,476.21088,-0.09286664,-0.45753953,16505201000.0,0.01917476,1
1555.0756,518.2827,-1.1863601,0.658753,44021790000.0,0.0,1
960.7239,439.26163,-0.6358196,-0.67794687,18283580000.0,0.0,1
889.5384,344.08334,1.2783421,1.8679935,14904064000.0,0.0,1
594.2336,315.4688,0.6061746,1.3934724,7415957000.0,0.0,1
1007.4395,481.00024,0.46293035,-0.9960495,20419308000.0,0.0,1
682.6136,440.53348,0.38058987,-0.5309967,10813948000.0,0.0,1
1046.1722,499.3181,0.3274546,-0.92293316,22016737000.0,0.0,1
1031.1045,451.85907,-0.38766572,-0.4235445,20764316000.0,0.0,1
995.23047,482.98788,0.40762824,-0.80745053,20050100000.0,0.0,1
901.92303,464.27673,-0.0025943045,-0.5114384,16859432000.0,0.0,1
1328.9603,470.21347,-0.7204678,-0.09977401,32558879000.0,0.0,1
1017.9153,509.09598,-0.475571,-0.47861776,21222690000.0,0.009779127,1
1358.7521,459.12305,-0.80680215,0.1409455,33701904000.0,0.0,1
1371.332,652.20496,-0.91494644,-0.3334113,37780240000.0,0.0,1
1492.598,451.06155,-0.82965,0.6862083,39834505000.0,0.0,1
1809.6411,547.8122,-1.6243958,1.575723,58571150000.0,0.0,1
1201.633,456.72275,0.3366647,-0.48387492,27074850000.0,0.0,1
1105.4849,437.21167,-0.19408743,-0.55328184,23154704000.0,0.0007669904,1
1143.9661,373.44275,0.5792749,0.29655266,23725963000.0,0.0,1
793.4799,334.85037,-0.31500083,0.17368685,12152588000.0,0.0,1
1093.9419,412.47815,0.10124091,-0.10183019,22394423000.0,0.0,1
1029.9236,374.07193,0.0014324302,0.21249829,19671818000.0,0.0,1
1341.0822,436.65106,0.14466855,-0.5003006,32590486000.0,0.0,1
1301.6135,497.30588,-0.22938415,-0.00645452,31809716000.0,0.0,1
1181.4899,463.44492,-0.38254678,-0.619478,26389699000.0,0.0,1
882.6563,529.90137,-0.39455813,-1.088904,17365035000.0,0.01840777,1
1098.0181,305.64038,0.19578375,0.77351075,21283793000.0,0.0,1
875.3088,456.80478,-0.49749157,-0.28853172,15971713000.0,0.0,1
1417.3451,591.01556,-0.23782764,-0.77606475,38636200000.0,0.0,1
1174.5863,712.1625,-0.2712407,-1.028373,30913798000.0,0.019750003,1
1152.9935,371.1844,0.039899386,0.40045744,24038146000.0,0.0,1
859.47974,307.61862,-0.11670354,0.72947854,13653354000.0,0.0,1
1420.8925,491.86453,-0.14132214,-1.0869476,37042030000.0,0.0,1
1361.3215,663.38654,-0.884887,-0.38889372,37573067000.0,0.0,1
1554.4973,566.5592,-0.67316455,-0.7721413,44850405000.0,0.0,1
1442.8237,619.3488,-1.1163093,-0.04528101,40392020000.0,0.012271847,1
812.81586,315.08664,-0.44692302,-0.4201768,12451007000.0,0.0,1
634.7653,265.80478,-0.45533213,-0.49154273,7759121400.0,0.0,1
1226.3694,320.3199,0.19639145,-0.12344535,26322317000.0,0.0,1
904.9252,335.25964,-0.4857554,0.26104406,15258233000.0,0.0,1
841.62714,308.4897,1.5872099,4.502788,13164579000.0,0.0,1
733.03235,306.95053,-0.16688703,1.9840615,10347398000.0,0.0,1
1008.32025,486.79144,1.1037468,0.96691537,20540223000.0,0.0,1
633.62305,454.02368,0.8423636,0.5465296,9955175000.0,0.015915051,1
1693.5969,625.1687,-1.1990612,-0.078125216,53397197000.0,0.0,1
1617.9718,653.6781,-1.2222496,0.026345521,49891373000.0,0.0,1
1114.2903,758.20325,0.60293144,-1.1481518,29761782000.0,0.0,1
948.7242,799.4814,0.68675786,-1.0566208,25219040000.0,0.013422332,1
752.5017,494.82767,1.305888,1.0566409,13289280000.0,0.0,1
703.59094,575.4048,1.3213061,0.9278279,13535329000.0,0.0007669904,1
1068.8876,457.33017,0.065578274,-0.6907716,22145786000.0,0.0,1
715.9154,494.57175,0.062472038,-0.97525156,12404917000.0,0.019366508,1
842.3874,441.86395,1.2796015,1.330842,14825231000.0,0.0,1
646.88556,492.7371,1.2593552,1.6174427,10833932000.0,0.018024275,1
1100.2461,360.1065,1.4644557,2.9419167,21958134000.0,0.0,1
1109.1421,542.7817,-0.71975964,0.4674842,24982456000.0,0.01994175,1
1533.9482,529.4167,-0.5679674,-0.046717644,43143647000.0,0.0,1
1790.7684,644.19714,-1.4481889,1.1263044,59340250000.0,0.011696603,1
1122.9481,359.21164,0.14803305,-0.39126706,22774505000.0,0.0,1
1124.5164,480.73688,-0.71143645,-0.55105805,24504648000.0,0.0,1
1659.5182,549.7269,-0.76770246,-0.49854332,50072790000.0,0.0,1
1321.943,656.8596,-0.6760204,-0.85087234,35700700000.0,0.0,1
1437.5442,805.2725,-0.6725771,-0.9445387,44482515000.0,0.015723303,1
1662.5709,545.20496,-0.7622163,-0.4973312,50157826000.0,0.0,1
1290.9404,402.24164,-0.88338155,-0.15338618,29955283000.0,0.0,1
1811.4045,594.1664,-1.009493,-0.14794514,59543065000.0,0.0,1
1776.7236,828.93787,-1.2213358,-0.09531277,62978208000.0,0.013805827,1
1539.7426,493.27884,-0.86636996,-0.34831685,42829922000.0,0.0,1
1392.5452,502.44586,-0.83272564,-0.19829519,35907727000.0,0.0,1
1041.1194,385.79584,0.8591463,0.43747082,20197670000.0,0.0,1
777.59,477.3272,0.45742112,0.35270044,13639476000.0,0.018024275,1
995.585,311.47745,0.49925983,0.043811742,17829196000.0,0.0,1
909.2826,388.32587,-0.21542042,-0.1497163,16016864000.0,0.0,1
913.73517,364.1136,1.1921948,1.3497498,15851367000.0,0.0,1
1013.4201,408.54202,0.78326327,1.2083955,19561298000.0,0.0003834952,1
1706.7491,475.47858,-0.6244358,-0.11935436,51430564000.0,0.0,1
1600.0576,579.05176,-1.2532027,0.9456125,47439634000.0,0.004218447,1
1688.4927,481.5222,-0.48374856,-0.5388249,50509763000.0,0.0,1
1233.072,578.18195,-0.5970204,-0.42008522,30388404000.0,0.0069029136,1
1595.561,504.2164,-0.75279313,-0.44930828,45876003000.0,0.0,1
1637.2739,649.92633,-1.144743,0.006061785,50840703000.0,0.0,1
1653.4058,457.52148,-1.1742532,0.9778435,48219360000.0,0.0,1
1499.4377,660.32446,-1.1835545,0.19379377,43980260000.0,0.0,1
