mean,std,skewness,kurtosis,energi,fase,label
1344.5007,754.99304,-0.706154,-1.1164893,38956184000.0,0.018216021,0
1237.4503,328.0998,-1.0181801,0.26906484,26852272000.0,0.0,0
1285.3499,368.95804,-1.2839153,1.2101276,29298760000.0,0.0,0
1770.6427,565.69946,-0.84664464,-0.10717199,56609860000.0,0.0,0
1505.4441,773.104,-0.8897963,-0.6237881,46924624000.0,0.0,0
1399.4747,589.7742,-1.0346737,-0.41169134,37787455000.0,0.0,0
1707.2839,590.726,-0.7158552,-0.7741353,53473700000.0,0.0,0
1679.8138,760.10846,-0.9873284,-0.37662306,55698055000.0,0.0063276705,0
1677.0161,499.29156,-1.2289984,0.26009873,50162483000.0,0.0,0
1630.6243,602.8994,-1.2044396,0.3703929,49519383000.0,0.0,0
1414.8116,386.34357,-0.20576508,-1.0408976,35241222000.0,0.0,0
1178.453,454.63614,-0.6680909,-0.10462785,26139780000.0,0.006711166,0
1026.1632,343.8871,-0.07197439,-0.7171306,19190073000.0,0.0,0
749.7228,362.00043,-0.43701798,-0.4617719,11356218000.0,0.015339808,0
722.1997,499.84622,-0.14538625,-1.2612994,12638924000.0,0.0,0
1553.2651,516.52985,-0.53290844,-0.7645866,43899875000.0,0.0,0
1611.1824,782.4507,-1.07952,-0.30754238,52562130000.0,0.0141893225,0
1008.5214,798.05756,-0.20882851,-1.6451492,27099322000.0,0.018024275,0
1556.7611,514.26215,-0.5401594,-0.7401113,44039710000.0,0.0,0
1424.842,558.1982,-0.33279765,-0.7707988,38367396000.0,0.0,0
1505.2472,477.9592,-0.42607552,-0.7778821,40865206000.0,0.0,0
1436.8735,621.5902,-0.84634024,-0.43465984,40156856000.0,0.0,0
1501.634,451.21167,-0.48803157,-0.4716852,40280010000.0,0.0,0
1032.6163,323.84415,-0.29622096,-0.105063275,19188474000.0,0.0,0
1208.8589,430.71866,-0.08473503,-0.63252306,26982130000.0,0.0,0
775.2432,488.84882,-0.25182578,-1.0772126,13762154000.0,0.0,0
1243.7609,381.46124,-0.21444573,-0.5874537,27729164000.0,0.0,0
1051.6042,546.03796,-0.5257636,-0.60744685,23003610000.0,0.0,0
842.0771,447.99026,-0.43268132,-0.5065101,14905984000.0,0.01744903,0
1461.0223,504.5367,-1.2074205,0.14416522,39143727000.0,0.0,0
1211.8417,571.3036,-1.1090448,-0.2512216,29408428000.0,0.0061359233,0
1380.9213,529.9595,-0.9263326,-0.50764215,35844923000.0,0.0,0
1043.0,422.20657,-0.7834721,-0.6701625,20743903000.0,0.0,0
1591.1129,464.25763,-0.6827201,-0.52752805,45009720000.0,0.0,0
1253.4857,568.60345,-0.96935225,-0.4163415,31040086000.0,0.0,0
890.3444,577.48584,-0.4922111,-1.3369838,18451710000.0,0.018599518,0
1435.0125,423.39658,-1.5682164,1.7044859,36676000000.0,0.0,0
1528.5402,521.7365,-1.5249346,1.4307163,42740023000.0,0.0,0
1756.2164,718.1385,-1.2826008,-0.040106162,58982710000.0,0.0,0
1386.5039,462.9864,-1.3195068,0.6529968,35008504000.0,0.0,0
826.20087,312.09665,-1.0375589,0.2941625,12779720000.0,0.0,0
1474.9623,400.61536,-1.2411282,0.8498092,38273130000.0,0.0,0
1440.212,585.17017,-1.3611841,0.6466681,39594144000.0,0.008628642,0
1639.3193,474.83524,-1.4241257,0.9527562,47723910000.0,0.0,0
1553.4241,657.995,-1.2785573,0.17935768,46630240000.0,0.0,0
1494.9233,428.2832,-0.42532963,-0.29647395,39620153000.0,0.0,0
1312.5654,554.60345,-0.8104646,0.092565574,33266287000.0,0.014764565,0
1499.768,557.45605,-0.42043307,-1.0508873,41944040000.0,0.0,0
1212.622,700.6047,-0.5076773,-1.1352192,32133920000.0,0.016873788,0
1554.1404,501.6066,-0.7136852,-0.50108814,43695497000.0,0.0,0
1433.1063,436.46927,-0.7196333,-0.45786676,36770595000.0,0.0,0
1198.8608,618.80133,-0.92471147,-0.545025,29821866000.0,0.021859227,0
1617.8414,578.6306,-0.86778164,-0.5334112,48369240000.0,0.0,0
1485.659,754.9102,-0.9840535,-0.52883744,45499550000.0,0.018024275,0
1452.593,512.11487,-0.43653187,-0.901265,38867567000.0,0.0,0
1009.6858,415.6097,-0.4930986,-0.60122067,19532954000.0,0.0,0
1516.3525,618.8906,-0.5151123,-1.2814149,43947635000.0,0.0,0
1730.8771,712.47833,-0.67642254,-1.1417156,57402343000.0,0.0,0
1507.3392,620.1395,-0.4853832,-1.3187709,43526468000.0,0.0,0
1370.4347,642.6338,-0.6788676,-1.0183172,37536883000.0,0.0,0
1500.2264,513.87714,-0.66610235,-0.45353943,41201648000.0,0.0,0
1212.8287,572.0519,-0.37590083,-0.26134205,29461660000.0,0.00958738,0
1714.1716,595.162,-0.9530304,-0.271933,53945995000.0,0.0,0
1709.9319,574.72626,-0.9049227,-0.31618837,53316436000.0,0.0,0
1520.7269,558.31055,-0.2086184,-1.2950641,42996875000.0,0.0,0
1152.8676,613.6362,-0.46737266,-1.0851567,27945419000.0,0.0,0
1692.2677,464.3343,-1.0304255,0.07826001,50452500000.0,0.0,0
1414.1459,502.41516,-1.0681281,0.68559,36900532000.0,0.0,0
1432.5924,446.12115,-0.4167265,-1.1657233,36886036000.0,0.0,0
1266.036,585.0396,-0.8429077,-0.45705476,31868820000.0,0.0,0
1196.0568,400.74716,-0.39281103,-0.68116105,26069402000.0,0.0,0
993.6104,518.4514,-0.3952874,-0.7298751,20579180000.0,0.009970875,0
1083.2888,596.23914,-0.35417318,-0.9228476,25051396000.0,0.0,0
977.87524,376.28632,-0.104622334,-0.58884555,17986870000.0,0.0,0
860.2711,425.72424,-0.46229932,-0.8073169,15094703000.0,0.013422332,0
1253.9548,637.49677,-0.07530386,-1.1822292,32420740000.0,0.0,0
1131.3787,800.3403,-0.032865454,-1.4519882,31466492000.0,0.018791264,0
1309.8696,541.2817,-0.260751,-1.1191121,32911266000.0,0.0,0
1560.5409,753.46497,-0.8086763,-0.70041,49201110000.0,0.0,0
1421.7876,582.4382,-0.47432205,-0.60843134,38677942000.0,0.0,0
1535.664,663.03375,-1.0748497,-0.30805758,45840425000.0,0.0,0
1466.6274,560.6943,-0.5262328,-0.4619077,40392690000.0,0.0,0
959.60297,441.8071,-0.05058345,-0.5971253,18285058000.0,0.0,0
1529.4067,544.1696,-0.9895804,-0.07662421,43175207000.0,0.0,0
1085.2338,426.7531,-0.7411384,-0.07588158,22279793000.0,0.0,0
1417.5211,398.48077,-0.4975928,-0.2675087,35523015000.0,0.0,0
1428.201,420.44,-1.171578,1.0506945,36315595000.0,0.0005752428,0
1086.7114,519.86237,-0.9451814,-0.19667912,23776436000.0,0.022242721,0
1517.1571,528.6234,-0.84531206,-0.5612229,42290516000.0,0.0,0
1636.7618,646.9205,-1.1801488,-0.10624299,50749362000.0,0.0,0
1520.833,526.91455,-0.8592924,-0.52856857,42443930000.0,0.0,0
1201.2551,484.78564,-0.7788659,-0.53964055,27492860000.0,0.0,0
1470.3174,429.07468,-0.7263494,-0.33760008,38435852000.0,0.0,0
1143.7725,428.2079,-0.53985727,-0.5165895,24438004000.0,0.0,0
907.98083,350.1424,0.4283024,0.37613326,15516120000.0,0.0,0
867.6573,507.61414,-0.25020432,-1.0155039,16556054000.0,0.0,0
1497.8429,570.0557,-0.74688506,-0.6842985,42082250000.0,0.0,0
1491.8146,762.5852,-0.7611836,-0.8878961,45990660000.0,0.0141893225,0
1016.63983,507.19412,0.8938908,0.3310613,21148506000.0,0.0,0
673.66174,593.0152,0.76554203,-0.12088309,13197101000.0,0.018791264,0
1390.142,450.19424,-0.13919948,-0.33092985,34982617000.0,0.0,0
792.16693,452.2161,-0.21004628,-1.1022722,13631945000.0,0.0,0
1690.2141,521.91815,-0.60002613,-0.67789096,51269177000.0,0.0,0
1363.1995,586.917,-1.0053283,-0.18323056,36090417000.0,0.0,0
1294.2656,604.9382,-0.79921716,-0.82599825,33440952000.0,0.0,0
1561.5234,530.6661,-0.58335847,-0.9255693,44563857000.0,0.0,0
1274.5731,636.0551,-0.7744006,-0.7147205,33244817000.0,0.012847089,0
1586.6897,537.7015,-0.67782456,-0.85441923,45985090000.0,0.0,0
1553.1062,605.3401,-0.99538153,-0.21907458,45524185000.0,0.0,0
1761.5386,413.98865,-1.3529806,1.2381855,53647850000.0,0.0,0
1540.2184,747.72144,-1.2281017,-0.02270955,48027402000.0,0.01744903,0
1396.862,521.9492,-0.65545696,-0.70664304,36432355000.0,0.0,0
1077.1675,623.85675,-0.5938623,-1.128093,25386795000.0,0.016682042,0
1430.3547,461.8636,-1.1312556,0.36279777,37015270000.0,0.0,0
1315.9255,575.3553,-1.2505165,0.057073727,33795174000.0,0.0,0
1492.5656,368.69995,-0.8875541,1.1321379,38726720000.0,0.0,0
1130.8065,454.61438,-1.1347159,0.59749484,24336753000.0,0.0,0
1501.6143,361.84805,-0.87565565,1.2310102,39088607000.0,0.0,0
1426.187,633.8028,-1.2149972,0.14197446,39906760000.0,0.0,0
1504.9976,468.61218,-0.7232394,-0.19940256,40707932000.0,0.0,0
1272.1366,718.798,-0.5758426,-0.89126545,34979877000.0,0.014764565,0
1493.4065,470.2106,-0.66811234,-0.3218175,40163100000.0,0.0,0
1188.6362,550.0301,-0.7518081,-0.35694328,28104935000.0,0.0120800985,0
1156.9703,620.77515,-0.5423882,-1.269739,28245070000.0,0.0,0
1599.1783,356.90042,-0.7049651,-0.010756356,43986930000.0,0.0,0
1698.9902,597.53827,-1.5112077,1.614671,53143460000.0,0.0030679617,0
1699.785,341.3331,-1.5721656,2.1224463,49246660000.0,0.0,0
1705.2672,778.1476,-1.4612495,0.4128707,57564360000.0,0.0,0
1421.642,392.78476,-1.0375397,0.28717983,35640865000.0,0.0,0
1396.398,496.2693,-1.4638464,0.78676426,35982713000.0,0.0,0
1415.1757,395.57166,-1.0131456,0.23773718,35376316000.0,0.0,0
1054.0574,387.6061,-1.164591,0.2865075,20664738000.0,0.0,0
